REGIÃO;ESTADO;DESTINATÁRIO;ORIGEM;MEDICAMENTO;APRESENTAÇÃO;QUANTIDADE;PEDIDO SISMAT;Pauta;STATUS;DATA DE ENTREGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;1.170;323190;9;Entrega realizada;30/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;PANCURÔNIO, BROMETO, 2 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 2 mL;4.400;323189;9;Entrega realizada;31/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;PANCURÔNIO, BROMETO, 2 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 2 mL;3.500;323190;9;Entrega realizada;30/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;REQUISIÇÃO ADMINISTRATIVA;DEXMEDETOMIDINA, CLORIDRATO 100 MCG/ML ;AMPOLA 2 mL;3.720;323171;9;Entrega realizada;11/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;REQUISIÇÃO ADMINISTRATIVA;PANCURÔNIO, BROMETO, 2 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 2 mL;7.050;323171;9;Entrega realizada;31/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;59.075;323171;9;Entrega realizada;11/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;ACORDO TRIPARTITE;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;11.825;323171;9;Entrega realizada;11/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;7.750;323303;9;Entrega realizada;29/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;ACORDO TRIPARTITE;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;1.550;323303;9;Entrega realizada;29/07/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;15.700;323845;10;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;18.200;323843;10;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;10.500;323846;10;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;22.500;323844;10;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;475;323848;10;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;2.175;323847;10;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;ACORDO TRIPARTITE;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;3.125;323845;10;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;ACORDO TRIPARTITE;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;3.650;323843;10;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;ACORDO TRIPARTITE;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;2.100;323846;10;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;ACORDO TRIPARTITE;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;4.500;323844;10;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;ACORDO TRIPARTITE;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;100;323848;10;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;ACORDO TRIPARTITE;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 5 mL;425;323847;10;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 10 mL;36.160;323844;10;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 10 mL;2.260;323846;10;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 10 mL;1.580;323847;10;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;1.100;324058;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;13.300;324059;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;3.350;324060;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;2.750;324061;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;15.475;324062;11;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;26.700;324065;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;12.850;324067;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;ESPÍRITO SANTO;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;5.000;324068;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;15.750;324069;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;9.025;324073;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;34.400;324074;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;7.075;324076;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;18.800;324078;11;Entrega realizada;07/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;40.800;324079;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;9.950;324081;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;16.600;324082;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;11.800;324084;11;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;56.500;324086;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;46.350;324087;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;16.100;324089;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;9.850;324090;11;Entrega realizada;07/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;6.650;324091;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;RIO GRANDE DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;42.975;324093;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;30.450;324094;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;10.650;324095;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;221.400;324178;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML;AMPOLA 10 mL;3.050;324097;11;Entrega realizada;07/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;100;324099;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;8.750;324101;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;150;324103;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.250;324104;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;24.000;324105;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;5.450;324106;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;4.100;324108;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;ESPÍRITO SANTO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;350;324110;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;10.400;324111;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.200;324113;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;8.250;324114;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.700;324116;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;6.050;324118;11;Entrega realizada;07/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;4.550;324120;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;5.350;324121;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;9.500;324122;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;3.300;324124;11;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;31.700;324125;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;37.400;324126;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;13.900;324127;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.250;324128;11;Entrega realizada;07/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.300;324130;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;RIO GRANDE DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;12.200;324132;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;23.400;324133;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;5.400;324135;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;72.250;324136;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;5.750;324137;11;Entrega realizada;07/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;50;324099;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;975;324101;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;1.025;324103;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;1.775;324104;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;6.025;324105;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;23.225;324106;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;5.250;324108;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;ESPÍRITO SANTO;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;3.175;324110;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;8.475;324111;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;1.675;324113;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;4.950;324114;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;2.325;324116;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;4.675;324118;11;Entrega realizada;07/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;49.150;324120;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;500;324121;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;4.600;324122;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;12.150;324124;11;Entrega realizada;03/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;2.975;324125;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;80.400;324126;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;2.675;324127;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;3.575;324128;11;Entrega realizada;07/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;800;324130;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;RIO GRANDE DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;23.025;324132;11;Entrega realizada;06/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;38.650;324133;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;4.425;324135;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;13.475;324136;11;Entrega realizada;04/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 5 mL;10.400;324137;11;Entrega realizada;07/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;CISATRACÚRIO, BESILATO 2 MG/ML ;AMPOLA 5 mL;780;324130;11;Entrega realizada;05/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
